course_id,title,description,category,difficulty,rating,num_ratings,source,url
positive-psychology-applications,Positive Psychology Applications,"Great course with James Pawelski, with incredible amount of learnings, concepts and examples of Positive Psychology applications.  A course that I highly recommend for everyone who wants to be happy (...",Computer Science,Intermediate,5.0,3,Coursera,https://www.coursera.org/learn/positive-psychology-applications
positive-psychology-visionary-science,Positive Psychology Visionary Science,The course was excellent.  I highly recommend it to anyone interested in this field.  I really enjoyed this course,Computer Science,Beginner,4.75,32,Coursera,https://www.coursera.org/learn/positive-psychology-visionary-science
postharvest,Thanks,"I am very grateful to faculties for this course, Dr Prasantha Kalitha and his colleagues for such a informative and ultimate course on 'Global PH Losses'.  This course is very important to all learner...",Computer Science,Advanced,5.0,5,Coursera,https://www.coursera.org/learn/postharvest
potenciando-aprendizaje,Potenciando Aprendizaje,Oier Lemdg muy bueno exelente,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/potenciando-aprendizaje
power-electronics,Power Electronics,Perfect! That course is quite good to get the fundamental knowledge about power electronics Perfect! It was really helpful and help me in getting basic concepts of power electronics.  Useful course Ve...,Computer Science,Beginner,4.82,161,Coursera,https://www.coursera.org/learn/power-electronics
power-electronics-capstone,Power Electronics Capstone,"Good design projects, but very difficult at some times Very helpful,thanks all of the people in this course.  Gained a lot of hands on experience from this capstone project.  Great supervisors and the...",Engineering,Advanced,4.91,11,Coursera,https://www.coursera.org/learn/power-electronics-capstone
power-onboarding,Power Onboarding,nice,Computer Science,Intermediate,4.0,1,Coursera,https://www.coursera.org/learn/power-onboarding
powerpoint-presentations,Powerpoint Presentations,Pretty good course as part of the specialization.  Excellent course which has emphasis on storyboarding and non-verbal aspects of communication.  Very useful peer review system used,Computer Science,Beginner,4.83,12,Coursera,https://www.coursera.org/learn/powerpoint-presentations
pr-campaigns,Pr Campaigns,Thank You Mohan Dutta! You are the best ever lecturer i ever had. Thank You for the golden knowledge you have passed on to me.  Too repetitive,Computer Science,Beginner,4.31,13,Coursera,https://www.coursera.org/learn/pr-campaigns
pr-capstone,Pr Capstone,"Exceptional happy to finally finish the capstone Dear sir,its great to study with youCan i have a favor please,Can i have a hard copy certificate from NUS, it's sad because i want to learn this course...",Computer Science,Intermediate,5.0,3,Coursera,https://www.coursera.org/learn/pr-capstone
practical-machine-learning,Practical Machine Learning,Very useful course.  Great tutors.  First I want to thank very much the instructor in the online forum,Computer Science,Beginner,3.99,206,Coursera,https://www.coursera.org/learn/practical-machine-learning
pre-calculus,Pre Calculus,It has been a while going to school or university. .,Computer Science,Beginner,4.75,28,Coursera,https://www.coursera.org/learn/pre-calculus
predictive-analytics,Predictive Analytics,The lessons are sometimes completely disconected from the graded assignments.  There were some graded assignements that dealt with things I have never heard about and I completed it without even looki...,Data Science,Beginner,3.55,40,Coursera,https://www.coursera.org/learn/predictive-analytics
predictive-modeling-analytics,Predictive Modeling Analytics,"T need to change the instructor and the way the course is being taught With all due respect to the lecturer (its obvious that he is intelligent and an expert on the subject), I found this lesson not e...",Computer Science,Advanced,2.35,17,Coursera,https://www.coursera.org/learn/predictive-modeling-analytics
prednaznachenie-delo-jizni,Prednaznachenie Delo Jizni,"Было: боязнь открыть собственное делоСтало: собрала команду из 5 человек и теперь мы все вместе работаем над запуском.  уже есть первые клиенты, параллельно поступила в магистратуру в Амстердам. Главн...",Computer Science,Beginner,4.75,60,Coursera,https://www.coursera.org/learn/prednaznachenie-delo-jizni
presentation-design,Presentation Design,I loved this course! Thank you! Absolutely recommended! I like this course.  Very useful and interesting.  Thanks! David Underwood's Graphic Design course instructs learners on the industry's best des...,Computer Science,Beginner,4.84,31,Coursera,https://www.coursera.org/learn/presentation-design
presentation-skills,Presentation Skills,"Outstanding! Professor William Kuskin's Successful Presentation course provides learners with The Formula, a valuable asset to anyone needing to engage audiences, large or small.  Super, I just starte...",Computer Science,Beginner,5.0,6,Coursera,https://www.coursera.org/learn/presentation-skills
presentations-speaking-so-that-people-listen,Presentations Speaking So That People Listen,"This course is amazing and incredibly informative ! excellent structure and well explained Good Very interesting and useful course! AWESOME It's very nice to enroll in this course, because you will be...",Computer Science,Beginner,4.85,13,Coursera,https://www.coursera.org/learn/presentations-speaking-so-that-people-listen
preserving-cultural-heritage,Preserving Cultural Heritage,"Very interesting course.  The virtual reconstruction work was new.  Exellent course! The language style used in the course makes it a little hard to follow, and I was a bit disappointed with how the w...",Computer Science,Advanced,3.42,19,Coursera,https://www.coursera.org/learn/preserving-cultural-heritage
presupuestos-proyecto,Presupuestos Proyecto,"Excelente cursos, cubre lo necesario para la entrada al mundo de PM Buen aprendizaje sobre los temas tratados.  Contenidos muy buenos que te ayudan a mejorar.  Es muy claro el tema y su metodologia",Computer Science,Advanced,4.61,59,Coursera,https://www.coursera.org/learn/presupuestos-proyecto
pricing-strategy,Pricing Strategy,"Very good Good introduction course with great lecturer.  Although they are harder concepts and more practices to remember, it was a very insightful course! I truly enjoyed the additional readings to e...",Computer Science,Beginner,4.62,56,Coursera,https://www.coursera.org/learn/pricing-strategy
principios-de-desenvolvimento-agil-de-software,Principios De Desenvolvimento Agil De Software,Melhor curso da série.  Pena que a qualidade do vídeo e audio deixaram um pouco a desejar.  O curso é bastante leve e interessante,Computer Science,Beginner,4.7,23,Coursera,https://www.coursera.org/learn/principios-de-desenvolvimento-agil-de-software
principles-of-computing-1,Principles Of Computing 1,"Really great course, understanding deeper some principles of computing.  Great staff too.  Perfect! I think this is better what I have expected",Computer Science,Beginner,4.46,13,Coursera,https://www.coursera.org/learn/principles-of-computing-1
principles-of-computing-2,Principles Of Computing 2,Very challenging projects and a very interesting way to learn about data structures.  Lecturers are really great Excellent course!!! Choice of mini projects to apply the concepts we learnt was awesome...,Computer Science,Advanced,4.78,9,Coursera,https://www.coursera.org/learn/principles-of-computing-2
principles-of-macroeconomics,Principles Of Macroeconomics,"This course is very useful, which introduces the basic economic theories, and not very hard.  This class, however, still have space to improve by adding more practices to the students rather than pure...",Computer Science,Beginner,4.65,220,Coursera,https://www.coursera.org/learn/principles-of-macroeconomics
principles-of-microeconomics,Principles Of Microeconomics,Great overview of the subject for absolute novices.  Navarro will keep you interested.  Great course helps understand information easily,Education,Beginner,4.61,119,Coursera,https://www.coursera.org/learn/principles-of-microeconomics
private-equity,Private Equity,"Great course, very helpful and good materials provided for study.  Recommend it! Professor Stefano Casella is very clear and schematic.  It is able to transform the complexity of the subject in a simp...",Computer Science,Beginner,4.76,220,Coursera,https://www.coursera.org/learn/private-equity
prob1,Knowledge,"最后一章的作业有点难度，其他还可以。 深入 上过这门课我才知道自己大二学的概率分布是怎么得到的。谢谢叶老师！ 很有趣且淺顯易懂！ 内容很好，但是习题和课程进度稍有不匹配 Knowledge is delivered in an interesting way. Assignments are quite challenging, though.  I strongly recommend deta...",Computer Science,Advanced,5.0,6,Coursera,https://www.coursera.org/learn/prob1
probabilistic-graphical-models,Probabilistic Graphical Models,"In general this is a good introductory course.  You should read the book if you want more in-depth knowledge in this field.  I feel that some of the concepts can be expanded a little more, like local ...",Computer Science,Beginner,4.51,85,Coursera,https://www.coursera.org/learn/probabilistic-graphical-models
probabilistic-graphical-models-2-inference,Probabilistic Graphical Models 2 Inference,"The lectures are fine and the book is great, but the assignments have a lot of technical problems.  I spent most of my effort trying to solve trivial issues with the sample code and dealing with the a...",Computer Science,Advanced,3.44,9,Coursera,https://www.coursera.org/learn/probabilistic-graphical-models-2-inference
probabilistic-graphical-models-3-learning,Probabilistic Graphical Models 3 Learning,"Tougher course than the 2 preceding ones, but definitely worthwhile.  Very interesting course.  Several methods and algorithms are well-explained",Computer Science,Advanced,4.12,8,Coursera,https://www.coursera.org/learn/probabilistic-graphical-models-3-learning
probabilites-1,Probabilites 1,"Very well done courses Ce cours est passionnant, il permet de découvrir les règles cachées du monde des données.  Ce cours est celui qui est donné en première année de l'École Polytechnique X et n'est...",Computer Science,Intermediate,4.4,5,Coursera,https://www.coursera.org/learn/probabilites-1
probabilites-2,Probabilites 2,"J’ai suivi jusqu’au bout les cours, Aléatoire I et II, et je pense qu’ils sont très bons malgré un bémol importante (plus sur ceci plus tard).  Attention : la partie II est plus difficile que la parti...",Computer Science,Beginner,4.0,1,Coursera,https://www.coursera.org/learn/probabilites-2
probability-intro,Probability Intro,Thorough course with a decent starters' course for people who are new to R.  I think the exercises could be more deep.  Best statistical course ever taken!Clear explanation with practical examples and...,Computer Science,Beginner,4.67,211,Coursera,https://www.coursera.org/learn/probability-intro
probability-theory-basics,Probability Theory Basics,"Отличный лектор! Интересные задания!Но огорчил неожиданный уклон в сторону комбинаторики.  К сожалению, в описании курса нигде не указана его специфика.  Судя по тому, что это просто запись лекций, а ...",Computer Science,Intermediate,4.62,26,Coursera,https://www.coursera.org/learn/probability-theory-basics
problem-solving,Problem Solving,Very good! Excellent course.  A good training.  Good training,Computer Science,Beginner,4.04,192,Coursera,https://www.coursera.org/learn/problem-solving
process-improvement,Process Improvement,"Tough course.  Study hard to have best results, folks.  Complete and useful course about Process Improvement",Computer Science,Beginner,4.15,13,Coursera,https://www.coursera.org/learn/process-improvement
process-mining,Process Mining,"Great lectures, great insights and very helpful in my professional life.  This course is very interesting! A lot of things that I have learnt can be applied to all day life. The teacher is very nice a...",Data Science,Beginner,4.94,33,Coursera,https://www.coursera.org/learn/process-mining
produccion-musical,Produccion Musical,"Una pena que no se enseñe en español, ya que subtitulado pierdes un poco el hilo.  Excelente! muy bien explicado! Super buenos el curso, me gustaría que lo realizaran en español para nosotros los lati...",Computer Science,Beginner,4.73,52,Coursera,https://www.coursera.org/learn/produccion-musical
produccionycomposicion,Excelente,"Excelente en realidad!!! MUY BUENA HERRAMIENTA, ME PARECE ESENCIAL, MUY CLARA PARA SER ENTENDIDA POR CUALQUIER PERSONA Muy claro, me gusto mucho.  Interesante.  Otorga diversas perspectivas de trabajo",Computer Science,Intermediate,4.9,89,Coursera,https://www.coursera.org/learn/produccionycomposicion
producing-music,Producing Music,Amazing course.  I learned allot.  the course seemed to be more geared to artists/composers than technicians wishing to expand or futher their skill set This course influences you ! It is a great one ...,Arts & Design,Beginner,4.76,98,Coursera,https://www.coursera.org/learn/producing-music
professional-brand,Professional Brand,It's one of the best courses on this topic! Very well structured and interesting with concrete steps and recommendations.  V I followed this course as part of Professional IQ package.  It really helpe...,Computer Science,Intermediate,5.0,4,Coursera,https://www.coursera.org/learn/professional-brand
professional-emails,Professional Emails,I enjoyed and learned some new basics crucial to our current most used way of communication! thanks.  It's very simple presentation for the topic.  I believe that coursera is a Professional site for l...,Computer Science,Beginner,4.0,25,Coursera,https://www.coursera.org/learn/professional-emails
professional-emails-english,Professional Emails English,"Good Great course and great instructor Great teacher, from my heart thank you very much 比较水，容易过 This is a great course for improving my Email writing skills.  Excellent course with Gerry Landers :) Ve...",Computer Science,Beginner,4.67,327,Coursera,https://www.coursera.org/learn/professional-emails-english
professional-identity,Professional Identity,"Quick lessons, helpful pe Muito interessante para quem está tentando se encontrar no seu emprego, fornece ferramentas e perspectivas muito úteis.  very enlightening This is a course that could solve e...",Computer Science,Advanced,4.6,10,Coursera,https://www.coursera.org/learn/professional-identity
professional-skills-networking,Professional Skills Networking,"GOOD The Professor is amazing and so are his guests! excelent explicacion in a samples.  Loved it!Very interesting.  不错，挺好的 Excellent method to teaching the course, and very important starting course",Computer Science,Advanced,4.5,8,Coursera,https://www.coursera.org/learn/professional-skills-networking
professional-teacher,Professional Teacher,Was a good subject to learn Really a good course E Excelente There was so much to learn on how to build up my teaching career.  It was quite enlightening.  Thanks to the team for this course! Professo...,Education,Intermediate,4.27,11,Coursera,https://www.coursera.org/learn/professional-teacher
progfun1,Scala,有趣！ Assignment were challenging and its the best part to learn scala and functional programming Very nicely explained.  I highly recommend it to programmer who want to start with Scala programming lan...,Computer Science,Beginner,4.77,583,Coursera,https://www.coursera.org/learn/progfun1
progfun2,The,"It is great to learn Scala and functional programming.  Thanks to Martin Odersky Brilliant! Thanks! The presented material wasn't coherent for me, I didn't walk away with knowledge of functional desig...",Computer Science,Beginner,4.21,231,Coursera,https://www.coursera.org/learn/progfun2
program-code,Program Code,"Probably one of the best Python courses I have ever done! I have started around 20 MOOCs, but it the first one which I have finished.  The course is very practical and I recommend it to all who has so...",Computer Science,Beginner,4.27,15,Coursera,https://www.coursera.org/learn/program-code
programae,Curso,"Faltou pedagogia, psicologia, raciocínio das pessoas em especial humanos, tecnicas de ensino muito bom! Ótimo curso, com material para leitura bem completo e vídeos muito legais! Curso rápido e muito ...",Computer Science,Intermediate,4.69,16,Coursera,https://www.coursera.org/learn/programae
programandoconjava,Excelente,"Simplemente genial, ameno y facil de seguir, no cansa a los 15 minutos y siempre te mantiene deseoso de continuar con la siguiente leccion,,,,,aunque sean las 3:00 de la mañana!!! Muy bueno el curso a...",Computer Science,Beginner,4.68,267,Coursera,https://www.coursera.org/learn/programandoconjava
programming-languages,Programming Languages,"very good! 对函数式编程非常好的入门介绍，互相批改作业的氛围非常好 Not very applicable for the real world.  Recursion over lists can be a nice mind exercise but please don't use it in real world, there are way too many stack ove...",Computer Science,Beginner,4.9,104,Coursera,https://www.coursera.org/learn/programming-languages
programming-languages-part-b,Programming Languages Part B,interesting!!!! Suitable even for experienced programmers. Excellent presentation of fundamental programming concepts. Exercises are challenging but rewarding,Computer Science,Advanced,4.85,27,Coursera,https://www.coursera.org/learn/programming-languages-part-b
programming-languages-part-c,Programming Languages Part C,As far as I know this is the best series of courses that covers the major programming paradigms and the most valuable idioms that emerge from the different traits of these paradigms.  I strongly recom...,Computer Science,Advanced,5.0,14,Coursera,https://www.coursera.org/learn/programming-languages-part-c
project-management-basics,Project Management Basics,"Great instructor, awesome insight on dealing with details while project managing.  A great course with a great amount of detail.  Excellent Course to test your PM Skills All you need to know about pro...",Computer Science,Beginner,4.46,597,Coursera,https://www.coursera.org/learn/project-management-basics
project-management-capstone,Project Management Capstone,Very good course where you learn a lot about project management and obtain the 35 hour certification to sit for the PMP exam at a fraction of the costs of other programs.  I absolutely loved this cour...,Computer Science,Beginner,4.65,113,Coursera,https://www.coursera.org/learn/project-management-capstone
project-planning,Project Planning,"This was an exceptional overview of project management, with a lot of information that was very well presented.  I look forward towards finishing this specialization.  I took a year long project manag...",Computer Science,Beginner,4.61,632,Coursera,https://www.coursera.org/learn/project-planning
project-risk-management,Project Risk Management,"Good basic knowledge on PM Panelist session and Bonus slides were so good Very easy to follow format, great videos and interviews! I loved this course so much I'm somewhat attached.  I just hope the e...",Computer Science,Beginner,4.74,144,Coursera,https://www.coursera.org/learn/project-risk-management
property-law-and-economics,Property Law And Economics,A delightful course.  Professor Richard Adelstein's lectures are simply amazing.  His way of conveying information are so enticing so that it makes easier to understand the subject,Arts & Design,Beginner,4.3,37,Coursera,https://www.coursera.org/learn/property-law-and-economics
protected-areas,Protected Areas,Excellent short course on the management of protected areas in Africa.  I highly recommend this course to anyone interested in developing an understanding in protected area management.  Very interesti...,Business,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/protected-areas
protools,Pro Tools,"excelent introduction to pro tools Except the fact that it was taught well, I believe that pressuring people work with a specific program to pass a course is not helpful.  I believe that instead of le...",Computer Science,Beginner,4.53,57,Coursera,https://www.coursera.org/learn/protools
prototyping-design,Prototyping Design,Great Course! Great class with an interesting hands-on activity.  Fantastic Experience. ! a bit short :) Very good,Computer Science,Intermediate,4.8,5,Coursera,https://www.coursera.org/learn/prototyping-design
proyecto-capstone-ie,Proyecto Capstone Ie,Excelente curso La especialización completa ha sido impresionante no me arrepiento de haberla escogido y es un honor haber tenido unos profesores y un,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/proyecto-capstone-ie
proyecto-desarrollo-videojuegos,Proyecto Desarrollo Videojuegos,me gusto hacer un juego mas completo y aprendí mucho de herramientas muy actuales para construir un juego para el GearVR.  Me Encanto! Excelente curso.  m,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/proyecto-desarrollo-videojuegos
proyecto-musico,Proyecto Musico,Es la mejor forma de ponerte a prueba y de crecer como músico pones en practica todo lo aprendido y te sientes emocionado con cada una de las secciones realmente la mejor manera de aprender.  Gracias ...,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/proyecto-musico
proyecto-negociacion,Proyecto Negociacion,"Excelente El curso estuvo excelente.  Lo único negativo fue el problema que se tuvo para enviar las tareas en las semanas 2, 3 y 4 y que nadie de Coursera se comunicara con nosotros para ayudarnos o A...",Computer Science,Intermediate,4.33,3,Coursera,https://www.coursera.org/learn/proyecto-negociacion
proyecto-profesional,Proyecto Profesional,Me ha ayudado a comprender todas las dudas y preguntas que puede uno tener a la hora de administrar o de crear mi propia empresa.  Me parecio un curso muy interesante en el cual se pueden recolectar h...,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/proyecto-profesional
prresearch,The,Great class! More theory based with a few real life examples of public relations events.  My favorite part of this course were the lectures.  The lectures are really easy to follow,Computer Science,Beginner,3.71,17,Coursera,https://www.coursera.org/learn/prresearch
psychological-first-aid,Psychological First Aid,"Very good video simulations there are.  They are very helpful to understand how to approach victims.  Gran ayuda , para entender los primeros auxilios psicológicos y como actuar en ellos I found the c...",Computer Science,Beginner,4.82,204,Coursera,https://www.coursera.org/learn/psychological-first-aid
psychology-science-intro,Psychology Science Intro,"מעולה! בנוי בצורה מצויינת הקורס מאוד מעניין ופתח לי צוהר לעולם תוכן שלא הכרתי לפני,במהלך הקורס גליתי הרבה דברים על הפסיכולוגיה שעזרו לי להסיר דעות קדומות שהיו לי בנושא.  Excellent Introductory course ...",Computer Science,Beginner,5.0,4,Coursera,https://www.coursera.org/learn/psychology-science-intro
psykhodyahnostyka,Psykhodyahnostyka,"Спасибо ! Весьма познавательно и интересно ! Даже для неспециалистов :) Есть полезная информация на 4-5 неделе курса.  В основном же, к сожалению, как все наше отечественное образование много теории и...",Computer Science,Intermediate,4.5,6,Coursera,https://www.coursera.org/learn/psykhodyahnostyka
psykhologiya-truda,Psykhologiya Truda,"Отличный курс! Спасибо!!! Спасибо, очень хороший курс, замечательный лектор.  Как молодой руководитель, узнала много необходимого и важного.  Полезно",Computer Science,Intermediate,5.0,7,Coursera,https://www.coursera.org/learn/psykhologiya-truda
public-art-pedagogy,Public Art Pedagogy,Wonderful! It's a great course!,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/public-art-pedagogy
public-economics,Public Economics,很好！ good,Computer Science,Intermediate,4.5,2,Coursera,https://www.coursera.org/learn/public-economics
public-health-depression,Public Health Depression,It is professional and useful! I really enjoyed listening to the lectures.  The instructors are very knowledgeable and explain topics well.  The assignments are in line with the course material,Computer Science,Intermediate,4.2,5,Coursera,https://www.coursera.org/learn/public-health-depression
public-policy,Public Policy,"Excellent Course A Very informative course that makes ones mind open that rapid technological changes are not enough to put peer presure on the policy making governing departments, rather an input at ...",Computer Science,Advanced,4.51,96,Coursera,https://www.coursera.org/learn/public-policy
public-relations,Public Relations,5 Stars! to Mohan Dutta and Introduction to PR. Thank you fro the golden knowledge you have given to me!I wish you taught all the courses in this specializationThank You This course is a good introduc...,Computer Science,Beginner,4.44,39,Coursera,https://www.coursera.org/learn/public-relations
public-speaking,Public Speaking,"Thanks for a completely awesome course! :-) Professor was excellent; engaging, clever and clear to understand and follow.  His presentations were visual and interesting as he incorporated a range of e...",Computer Science,Beginner,4.81,37,Coursera,https://www.coursera.org/learn/public-speaking
publicidad-digital,Publicidad Digital,"Muy buen curso, buena explicación de la herramienta y de lo que se puede hacer con ella Excelente información y muy práctico Muy útil si estás empezando en Google Adwords.  Me encanto el Curso, el pro...",Computer Science,Intermediate,4.88,8,Coursera,https://www.coursera.org/learn/publicidad-digital
python,Python,"Excellent course to begin using python.  Quite easy to follow and helps you to take the first step of coding simple programs Awesome course, it covers the basics in very dynamic and easy to digest ses...",Computer Science,Beginner,4.78,5906,Coursera,https://www.coursera.org/learn/python
python-capstone,Python Capstone,Great course.  Whetted my appetite to learn more about python and data visualization.  Auto-grading would have been a better option in this course,Computer Science,Beginner,4.31,140,Coursera,https://www.coursera.org/learn/python-capstone
python-data,Python Data,"Excellent course, excellent materials, excellent format and excellent professor! Thanks Dr.  Chuck! Loved it Its informative and easy understandable program Very practical and simple.  with the help o...",Computer Science,Beginner,4.84,2372,Coursera,https://www.coursera.org/learn/python-data
python-data-analysis,Python Data Analysis,This course worked better as a guide than it did as a course.  I learned very little from the lectures and had to do most of my learning on my own.  One of the assignment even explicitly told students...,Computer Science,Beginner,4.21,563,Coursera,https://www.coursera.org/learn/python-data-analysis
python-data-processing,Python Data Processing,"老师讲的生动 Much of the syntax is outdated in updated external libraries.  Would have been helpful to include Python 3 syntax for all programs.  Slides were not translated to English, so external sources w...",Computer Science,Beginner,2.9,10,Coursera,https://www.coursera.org/learn/python-data-processing
python-data-visualization,Python Data Visualization,"This course truly changed my way to see the world! Excellent course, easy to follow while still challenging.  Amazing It was a little confusing as to what we were supposed to do with the websites.  I ...",Computer Science,Beginner,4.32,146,Coursera,https://www.coursera.org/learn/python-data-visualization
python-databases,Python Databases,"Great course, learnt a lot!! Basic introduction to databases.  Good Fantastic cause.  Dr",Computer Science,Beginner,4.71,940,Coursera,https://www.coursera.org/learn/python-databases
python-genomics,Python Genomics,Very good course.  Needs some Python programming experience terrible course Great starter course Good but need more practise problems in order to understand what you are learning I didn't know anythin...,Computer Science,Beginner,3.77,48,Coursera,https://www.coursera.org/learn/python-genomics
python-network-data,Python Network Data,"GOOD Interesting and informative course.  it is an awesome course , with many information.  Very useful awesome Great course, learnt a lot!! Good Course，I studied it twice",Computer Science,Beginner,4.77,1844,Coursera,https://www.coursera.org/learn/python-network-data
python-plotting,Python Plotting,"Did not like the peer-graded dynamic, and also the lectures were pretty basic, I felt that it lacked depths in some subjects.  A completely hands on and demanding course.  Assignments are challenging ...",Computer Science,Beginner,4.14,56,Coursera,https://www.coursera.org/learn/python-plotting
python-programming-introduction,Python Programming Introduction,"Concise Indeed The teacher definitely has an ability to make you understand.  Even without the videos, you clearly understand the basics of Python. i wish this would be the first course of a series in...",Computer Science,Beginner,4.48,155,Coursera,https://www.coursera.org/learn/python-programming-introduction
qin-shi-huang,Qin Shi Huang,有趣；有用。尤其是有用，正如吕老师所言,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/qin-shi-huang
qualitative-methods,Qualitative Methods,This course is not free.  You must pay to access assignments and quizzes. I am really annoyed with the direction Coursera is moving in regard to premium content,Arts & Design,Advanced,4.29,86,Coursera,https://www.coursera.org/learn/qualitative-methods
quality-healthcare,Quality Healthcare,"it was quite informative and excellent course, thanks for your efforts Brilliant course! Well-designed course structure and leading reading materials.  Enlightening lectures! Strongly recommend to peo...",Arts & Design,Beginner,4.88,16,Coursera,https://www.coursera.org/learn/quality-healthcare
quantitative-formal-modeling-1,Quantitative Formal Modeling 1,"Could be more clear about how to calculate period and latency.  Great lectures and format.  The content was quiet complicated, especially the math proofs, but they make it easy to skip over the tough ...",Computer Science,Beginner,3.67,3,Coursera,https://www.coursera.org/learn/quantitative-formal-modeling-1
quantitative-foundations-international-business,Quantitative Foundations International Business,"Quite demanding for people who, like me, do not practice calculus and math since high school.  People with higher skills may found it simple.  Very useful and challenging",Business,Beginner,3.14,7,Coursera,https://www.coursera.org/learn/quantitative-foundations-international-business
quantitative-methods,Quantitative Methods,"The course is good, though a glossary of the terms will make it great.  The lectures' language is clear and easy to understand This is a really good course, comprehensive and useful to anyone wanting ...",Arts & Design,Beginner,4.66,194,Coursera,https://www.coursera.org/learn/quantitative-methods
quantum-optics-single-photon,Quantum Optics Single Photon,Poor.  Very boring and dull presentation.  Hardly anything is explained very clearly,Computer Science,Advanced,3.0,2,Coursera,https://www.coursera.org/learn/quantum-optics-single-photon
questionnaire-design,Questionnaire Design,"Very poor teaching.  Extremely difficult to decipher what is important and will be tested, and what is not.  They assume that you know terminology and concepts that are not taught",Computer Science,Advanced,4.27,52,Coursera,https://www.coursera.org/learn/questionnaire-design
quimica-en-mi-casa,Quimica En Mi Casa,"Me encantó el curso! Propongo realizar uno similar pero enfocado al profesional Químico Excelente profesorexcelente curso muy feo bye excelente! Muy buen trabajo haciendo el curso, fácil de entender y...",Computer Science,Beginner,4.8,179,Coursera,https://www.coursera.org/learn/quimica-en-mi-casa
r-capstone,R Capstone,Good Course.,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/r-capstone
r-data-visualization,R Data Visualization,"good challenges the last task is very challenging Apart from the book the courses does not offer me anything.  No videos, no active forum, no explanation.  Also the assessment is not interesting and t...",Computer Science,Beginner,3.2,5,Coursera,https://www.coursera.org/learn/r-data-visualization
r-packages,R Packages,"Course material is a bit light, missing useful pieces of information.  The example code is functional but not of sufficient standard to pass the documentation exercise.  The solutions to the exercise ...",Computer Science,Advanced,3.86,7,Coursera,https://www.coursera.org/learn/r-packages
r-programming,R Programming,"I learned a lot of the basics in R with this course. Sometimes it is a bit of a dissonance between the lessons and the assignments, and the programming style in the lessons might seem a bit old fashio...",Computer Science,Beginner,4.25,1292,Coursera,https://www.coursera.org/learn/r-programming
r-programming-environment,R Programming Environment,"It is a good starting point to utilize the advanced R programming techniques It was very dificul, i think yoou need to improve the example you give the the students and be more interactive Good conten...",Computer Science,Beginner,4.35,52,Coursera,https://www.coursera.org/learn/r-programming-environment
rails-with-active-record,Rails With Active Record,"very good course.  It has helped me a lot to understand critical ruby on rails concepts.  Amazing course, i had complete Ruby on Rails tutorial by Michael Hartl and i was still doubtful about alot of ...",Computer Science,Beginner,4.64,112,Coursera,https://www.coursera.org/learn/rails-with-active-record
raspberry-pi-interface,Raspberry Pi Interface,"Excellent Excellent.  most of the contents can be found on the website of raspberry, a quick start for those interested~ very good great and loads to learn There is a large difference between the skil...",Computer Science,Beginner,3.96,53,Coursera,https://www.coursera.org/learn/raspberry-pi-interface
raspberry-pi-platform,Raspberry Pi Platform,This course is very instructive and well-paced like the others in the specialization.  However the Raspberry PI ecosystem has evolved since the course materials were created.  Although it's still poss...,Computer Science,Beginner,4.45,131,Coursera,https://www.coursera.org/learn/raspberry-pi-platform
razrabotka-korporativnih-sistem-modeli-jiznennogo-cikla,Razrabotka Korporativnih Sistem Modeli Jiznennogo Cikla,"Спасибо большое за курс! Автор подробно и просто рассказывает о сложном.  Буду проходить следующие курсы и всем желающим — очень рекомендую! Слишком короткие видео, не полная подача материала, мало пр...",Computer Science,Intermediate,3.36,11,Coursera,https://www.coursera.org/learn/razrabotka-korporativnih-sistem-modeli-jiznennogo-cikla
real-life-data-science,Real Life Data Science,"Great course, great teachers! Excellent A bit less engaging than the other parts of the Executive Data Science course.  this course gave good foundation.  Thanks for the awesome content!!! Very inform...",Data Science,Beginner,4.16,74,Coursera,https://www.coursera.org/learn/real-life-data-science
real-time-systems,Real Time Systems,Great course Thoroughly enjoyed the course.  Excellent introductory course.  Good for all experience levels,Computer Science,Beginner,4.24,21,Coursera,https://www.coursera.org/learn/real-time-systems
recherche-documentaire,Recherche Documentaire,Excellent cours.  Des gains en efficacité des plus intéressants.  Excellent course ! well presented and relevant material,Computer Science,Intermediate,4.42,12,Coursera,https://www.coursera.org/learn/recherche-documentaire
recommender-systems-introduction,Recommender Systems Introduction,"The course was easy to understand.  but i find the slides not much of help.  Really good course to get started with recommendation systems! Excelente curso, presenta una vista amplia de técnicas para ...",Computer Science,Beginner,4.08,24,Coursera,https://www.coursera.org/learn/recommender-systems-introduction
recruiting-hiring-onboarding-employees,Recruiting Hiring Onboarding Employees,This was an excellent course.  I learned a lot about the hiring and the onboarding process which not something that is pa Really enjoying the courses.  Learning a lot,Computer Science,Beginner,4.31,72,Coursera,https://www.coursera.org/learn/recruiting-hiring-onboarding-employees
